Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-11-23,20:00:00,74439.84,74545.92,74402.52,74455.54,0,0
2017-11-23,21:00:00,74435.3,74488.64,74353.58,74486.58,0,0
2017-11-24,14:00:00,74503.01,74507.99,74255.62,74409.44,0,0
2017-11-24,15:00:00,74370.5,74444.97,74279.2,74294.38,0,0
2017-11-24,16:00:00,74298.45,74451.98,74208.39,74451.98,0,0
2017-11-24,17:00:00,74458.55,74542.32,74254.79,74271.26,0,0
2017-11-24,18:00:00,74267.62,74390.4,74184.51,74351.16,0,0
2017-11-24,19:00:00,74357.45,74406.51,74261.09,74274.84,0,0
2017-11-24,20:00:00,74281.27,74316.72,74199.01,74227.57,0,0
2017-11-24,21:00:00,74217.63,74217.63,74093.2,74157.38,0,0
2017-11-27,14:00:00,74157.15,74157.15,73537.38,73594.66,0,0
2017-11-27,15:00:00,73613.48,73689.53,73158.98,73389.33,0,0
2017-11-27,16:00:00,73411.62,73414.9,73285.53,73392.12,0,0
2017-11-27,17:00:00,73469.24,73584.2,73329.49,73496.66,0,0
2017-11-27,18:00:00,73491,73491,73300.12,73411.29,0,0
2017-11-27,19:00:00,73422.41,73539.12,73360.16,73499.69,0,0
2017-11-27,20:00:00,73506.49,73905.98,73506.49,73878.56,0,0
2017-11-27,21:00:00,73892.04,74138.3,73892.04,74058.91,0,0
2017-11-28,14:00:00,74059.95,74584.94,74059.95,74464.88,0,0
2017-11-28,15:00:00,74464.56,74506.09,74330.73,74446.57,0,0
2017-11-28,16:00:00,74461.88,74579.55,74124.32,74124.32,0,0
2017-11-28,17:00:00,74121.81,74474.3,74076.4,74474.3,0,0
2017-11-28,18:00:00,74456.51,74694.04,74382.02,74581.98,0,0
2017-11-28,19:00:00,74568.32,74961.9,74568.32,74952.7,0,0
2017-11-28,20:00:00,74948.03,74983.09,74544.6,74581.29,0,0
2017-11-28,21:00:00,74598.12,74711.42,74139.72,74139.72,0,0
2017-11-29,14:00:00,74134.7,74514.86,74134.7,74384.81,0,0
2017-11-29,15:00:00,74372.79,74411.67,73924.09,73924.09,0,0
2017-11-29,16:00:00,73791.65,73805.92,73128.52,73240.09,0,0
2017-11-29,17:00:00,73243.02,73292.91,72893.94,73244.29,0,0
2017-11-29,18:00:00,73256.32,73319.19,72754.11,72777.24,0,0
2017-11-29,19:00:00,72753.05,73202.82,72717.27,72813.45,0,0
2017-11-29,20:00:00,72819.19,73126.82,72819.19,73072.55,0,0
2017-11-29,21:00:00,73046.41,73119.72,72700.45,72700.45,0,0
2017-11-30,14:00:00,72700.45,72700.45,71938.06,72413.4,0,0
2017-11-30,15:00:00,72409.44,72427.56,71818.18,72155.46,0,0
2017-11-30,16:00:00,72143.16,72351.62,71999.23,71999.23,0,0
2017-11-30,17:00:00,71991.16,72080.88,71653.42,71672.73,0,0
